Username,Video Activities: Achieving Conservation [Total Pts: 5 Score] |647449,Chapter 07 Quiz [Total Pts: 5 Score] |647451,Chapter 06 Quiz [Total Pts: 5 Score] |647450,Chapter 10 Quiz [Total Pts: 5 Score] |643312,Video Activities: Homosexuality: Nature or Nurture? [Total Pts: 5 Score] |645559,Chapter 01 Quiz [Total Pts: 5 Score] |614439,Chapter 02 Quiz [Total Pts: 5 Score] |614440,Chapter 03 Quiz [Total Pts: 5 Score] |614441,Chapter 04 Quiz [Total Pts: 5 Score] |614442,Chapter 05 Quiz [Total Pts: 5 Score] |614443,Chapter 08 Quiz [Total Pts: 5 Score] |614447,Chapter 09 Quiz [Total Pts: 5 Score] |614448,Chapter 11 Quiz [Total Pts: 5 Score] |614449,Chapter 14 Quiz [Total Pts: 5 Score] |614450,Chapter 15 Quiz [Total Pts: 5 Score] |614451,Video Activities: Heinz's Story and Moral Development [Total Pts: 5 Score] |614452,Video Activities: The Emergence of Empathy [Total Pts: 5 Score] |614453,Video Activities: Self-Awareness and the Rouge Test [Total Pts: 5 Score] |614454,Video Activities: The Balance Scale Task [Total Pts: 5 Score] |614455,Video Activities: What's Wrong With This Study? [Total Pts: 5 Score] |614456,Video Activities: Prenatal Testing [Total Pts: 5 Score] |614457,Video Activities: Birth [Total Pts: 5 Score] |614458,Video Activities: Newborn States [Total Pts: 5 Score] |614459,Video Activities: Identical Twins: Growing Up Apart [Total Pts: 5 Score] |614460,Video Activities: Genetics and Early Prenatal Development [Total Pts: 5 Score] |614461,Video Activities: Brain Development: Adolescence [Total Pts: 5 Score] |614462,Video Activities: Brain Development: Early Childhood [Total Pts: 5 Score] |614463,Video Activities: Piaget's Conservation-of-Liquid Task [Total Pts: 5 Score] |614464,Video Activities: Piaget's Conservation-of-Number Task [Total Pts: 5 Score] |614465,Video Activities: Newborn Sense Experiences [Total Pts: 5 Score] |614466,Video Activities: Contingency Learning in Young Infants [Total Pts: 5 Score] |614467,Video Activities: Language Acquisition in Young Children [Total Pts: 5 Score] |614468,Video Activities: Theory of Mind: False-Belief Tasks [Total Pts: 5 Score] |614469,Video Activities: Autism Spectrum Disorder: Two Children [Total Pts: 5 Score] |614470,Video Activities: Theory of Mind [Total Pts: 5 Score] |614471,Video Activities: Magical Thinking [Total Pts: 5 Score] |614472,Video Activities: The Effects of Mentoring on Intellectual Development [Total Pts: 5 Score] |614473,Video Activities: Math Strategies [Total Pts: 5 Score] |614474,Video Activities: Observational Learning of Aggression [Total Pts: 5 Score] |614475,Video Activities: Modeling: Learning by Observation [Total Pts: 5 Score] |614476,Video Activities: Can Young Children Delay Gratification? [Total Pts: 5 Score] |614477,Video Activities: Mother Love: The Work of Harry Harlow [Total Pts: 5 Score] |614478,Video Activities: Characteristics of Formal Thought [Total Pts: 5 Score] |614479,LearningCurve 1a) Child Development; Historical Foundations; Enduring Themes [Total Pts: 5 Score] |614480,LearningCurve 1b) Methods for Studying Child Development [Total Pts: 5 Score] |614481,LearningCurve 2a) Prenatal Development [Total Pts: 5 Score] |614482,LearningCurve 2b) Hazards to Prenatal Development [Total Pts: 5 Score] |614483,LearningCurve 2c) The Birth Experience; The Newborn Infant [Total Pts: 5 Score] |614484,LearningCurve 3a) Nature and Nurture; Behavior Genetics [Total Pts: 5 Score] |614485,LearningCurve 4a) Piaget's Theory [Total Pts: 5 Score] |614486,LearningCurve 3b) Brain Development; The Body: Physical Growth and Development [Total Pts: 5 Score] |614487,LearningCurve 4b) Information-Processing; Core-Knowledge; Sociocultural; Dynamic-System Theories [Total Pts: 5 Score] |614488,LearningCurve 5a) Perception [Total Pts: 5 Score] |614489,LearningCurve 5b) Motor Development; Learning; Cognition [Total Pts: 5 Score] |614490,LearningCurve 6a) Language Development [Total Pts: 5 Score] |614491,LearningCurve 6b) Process of Language Acquisition; Theoretical Issues; Nonlinguistic Symbols [Total Pts: 5 Score] |614492,LearningCurve 7a) Understanding Who or What [Total Pts: 5 Score] |614493,"LearningCurve 7b) Understanding Why, Where, When, and How Many [Total Pts: 5 Score] |614494",LearningCurve 8a) What is Intelligence?; Measuring Intelligence [Total Pts: 5 Score] |614495,LearningCurve 8b) IQ Scores; Genes and Environment; Intelligence; Academic Skills [Total Pts: 5 Score] |614496,LearningCurve 9a) Psychoanalytic Theories [Total Pts: 5 Score] |614497,LearningCurve 9b) Learning Theories; Theories of Social Cognition [Total Pts: 5 Score] |614498,LearningCurve 9c) Ecological Theories of Development [Total Pts: 5 Score] |614499,LearningCurve 10a) The Development of Emotions; Understanding Emotions [Total Pts: 5 Score] |614500,LearningCurve 10b) Emotion Regulation; Temperament; The Role of Family; Mental Health [Total Pts: 5 Score] |614501,LearningCurve 11a) The Caregiver-Child Attachment Relationship [Total Pts: 5 Score] |614502,LearningCurve 11b) The Self [Total Pts: 5 Score] |614503,LearningCurve 14a) Moral Judgment [Total Pts: 5 Score] |614504,LearningCurve 14b) Prosocial Behavior; Antisocial Behavior [Total Pts: 5 Score] |614505,LearningCurve 15a) Theoretical Approaches to Gender Development [Total Pts: 5 Score] |614506,LearningCurve 15b) Milestones in Gender Development; Comparing Girls and Boys [Total Pts: 5 Score] |614507,Syllabus Acceptance Survey DUE 1/21 by 11:59pm [Total Pts: 0 Complete/Incomplete] |614508,Class Feedback Form [Total Pts: 0 Complete/Incomplete] |614577,Exam 1 Score [Total Pts: 42 Score] |614578,Exam 1 Percent [Total Pts: 100 Percentage] |614579,Exam 2 Points [Total Pts: 38 Score] |614580,Exam 2 Percentage [Total Pts: 100 Percentage] |614581,Exam 3 Points [Total Pts: 40 Score] |614582,Exam 3 Percentage [Total Pts: 100 Percentage] |614583,Exam 4 Score [Total Pts: 40 Score] |614584,Exam 4 Percentage [Total Pts: 100 Percentage] |614585,Learning Curve Total [Total Pts: 100 Percentage] |614586,Friday Video Total [Total Pts: 100 Percentage] |614587,Friday Quiz Total [Total Pts: 100 Percentage] |614588,Friday Average [Total Pts: 100 Percentage] |614589,Exam Average [Total Pts: 100 Percentage] |614590,iClicker Total [Total Pts: 100 Percentage] |614591,Final Percentage [Total Pts: 100 Percentage] |614592,Final Letter Grade [Total Pts: 0 Text] |614593,Session 2 [Total Pts: 1 Score] |646197,Session 1 [Total Pts: 1 Score] |646471,Session 3 [Total Pts: 1 Score] |647839,Session 4 [Total Pts: 1 Score] |652768,Session 5 [Total Pts: 1 Score] |656412,Session 6 [Total Pts: 1 Score] |658391,Session 7 [Total Pts: 1 Score] |659556,Session 8 [Total Pts: 1 Score] |676090,Lockdown Browser Practice Test for Exam 2- Requires Respondus LockDown Browser [Total Pts: 3 Score] |676890,Exam 2 - Coppola - SP18- Requires Respondus LockDown Browser [Total Pts: 38 Score] |677145,Exam 2 -- Extra Time -- Coppola -- SP18- Requires Respondus LockDown Browser [Total Pts: 38 Score] |677340,Exam 2 - Coppola - LONGER TIME- Requires Respondus LockDown Browser [Total Pts: 38 Score] |677438,Session 9 [Total Pts: 1 Score] |679859
student132,5,4.17,4.58,,5,4.44,4.09,4.58,4,4.17,4.44,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,,,,,,,,,,,0,,36,90,33,86.842,,,,,,,,,,,,,1,1,1,1,1,0,1,1,,33,,,1
student547,5,5,5,5,5,5,4.55,5,5,5,5,5,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,0,,40,100,37,97.368,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,37,,,1
student632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
student769,5,5,5,,5,5,5,5,5,4.58,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,0,,37,92.5,37,97.368,,,,,,,,,,,,,1,1,1,1,1,1,1,1,3,,,37,1
student445,5,5,4.58,4.72,5,5,3.64,4.58,4,5,4.72,5,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,0,,32,80,31,81.579,,,,,,,,,,,,,0,0,1,1,1,1,1,1,,31,,,1
student246,5,5,5,,5,4.44,4.55,4.58,4.67,4.58,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,,,5,5,,,,,,,,,,,,,,0,,39,97.5,35,92.105,,,,,,,,,,,,,1,1,1,1,0,1,1,1,2,35,,,0
student902,5,4.17,4.17,,5,4.44,4.09,3.75,3.33,4.58,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,0,,25,62.5,31,81.579,,,,,,,,,,,,,1,0,1,1,1,1,1,1,,31,,,1
student33,5,,4.17,,5,4.44,4.55,4.17,3.67,3.33,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,0,,36,90,37,97.368,,,,,,,,,,,,,1,1,1,1,1,1,1,1,2,37,,,1
student458,5,5,4.58,,5,5,4.55,4.58,5,4.58,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,Needs Grading,,37,92.5,35,92.105,,,,,,,,,,,,,1,1,1,1,1,1,1,1,2,35,,,0
student839,5,5,4.17,,5,4.44,4.55,4.58,5,4.58,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,0,,38,95,36,94.737,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,36,,,1
student582,5,4.17,4.58,,5,4.44,4.55,5,4.67,5,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,0,,37,92.5,37,97.368,,,,,,,,,,,,,1,1,1,1,0,1,1,1,,37,,,1
student733,5,5,5,4.72,5,5,5,5,3.67,4.17,4.72,5,4.17,3.89,3.89,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,,34,85,30,78.947,,,,,,,,,,,,,1,1,1,1,1,1,1,1,3,30,,,1
student155,5,4.17,4.17,,5,4.44,4.09,4.17,3.33,4.17,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,0,,26,65,27,71.053,,,,,,,,,,,,,1,1,1,1,0,0,1,1,2,27,,,1
student61,5,5,4.17,,5,5,4.55,5,4.67,4.58,4.72,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,0,,36,90,35,92.105,,,,,,,,,,,,,1,1,1,0,1,1,1,0,3,35,,,1
student977,,2.5,4.17,,,,,,,3.75,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,5,5,5,5,0,,,,,,,,,,,,,,,Needs Grading,,22,55,28,73.684,,,,,,,,,,,,,1,0,1,1,1,1,1,1,2,28,,,0
student62,5,,4.17,,5,4.44,2.73,5,2.67,4.58,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,27,67.5,31,81.579,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1,,31,,1
student141,5,4.17,4.17,,5,5,5,4.17,4.33,3.75,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,0,,32,80,29,76.316,,,,,,,,,,,,,1,1,1,1,1,1,1,0,3,29,,,0
student49,5,,4.17,,5,,,2.5,2.67,3.75,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,Needs Grading,,27,67.5,28,73.684,,,,,,,,,,,,,1,1,1,1,0,1,0,1,,28,,31,1
student780,5,5,4.58,,5,5,5,5,4,4.58,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,0,,32,80,30,78.947,,,,,,,,,,,,,1,0,1,1,1,1,0,0,,30,,,1
student645,5,5,5,,5,5,4.55,5,4.67,5,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,0,,38,95,36,94.737,,,,,,,,,,,,,1,1,1,1,1,1,1,1,3,36,,,1
student529,5,,3.75,,5,5,4.55,4.17,3.67,5,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,0,,40,100,38,100,,,,,,,,,,,,,1,0,1,1,1,1,1,1,,38,,,1
student304,5,5,4.17,,5,3.89,4.55,5,4.33,4.58,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,0,,32,80,34,89.474,,,,,,,,,,,,,1,1,1,1,1,1,1,1,3,34,,,1
student288,,,2.92,,5,5,,4.17,,3.75,,,,,,,,,5,,,,,5,5,5,5,,,5,5,5,,,,,,,,,,,,5,,,,,0,,,,5,5,5,5,,,,,,,,,,,,,,,,0,,20,50,31,81.579,,,,,,,,,,,,,0,1,0,1,1,1,0,1,1,31,,,1
student38,5,5,4.58,,5,5,4.55,3.75,3.67,4.58,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,0,,33,82.5,26,68.421,,,,,,,,,,,,,1,0,1,0,1,1,1,1,3,26,,,1
student226,5,,5,,5,5,5,4.58,4.33,4.58,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,0,,38,95,36,94.737,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,36,,,0
student643,5,5,4.17,,5,5,4.55,4.17,3,4.17,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,0,,35,87.5,32,84.211,,,,,,,,,,,,,1,1,1,1,1,1,1,1,3,32,,,1
student941,5,5,5,,5,5,5,4.58,5,5,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,0,,36,90,32,84.211,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,32,,,1
student215,5,5,4.58,,5,3.89,2.73,3.75,3.67,3.75,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,Needs Grading,,19,47.5,28,73.684,,,,,,,,,,,,,1,1,1,1,1,1,1,1,2,28,,,1
student836,5,5,4.17,,5,4.44,5,4.17,4.33,5,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,0,,39,97.5,37,97.368,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,37,,,1
student137,5,,5,,5,5,4.55,4.17,3.67,4.58,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,,,5,,,,,,,,,,,,,0,,36,90,32,84.211,,,,,,,,,,,,,0,0,1,1,1,1,0,0,2,32,,,1
student721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,36,90,31,81.579,,,,,,,,,,,,,1,1,1,1,0,1,0,0,3,31,,,0
student421,5,3.33,2.92,3.33,5,2.22,3.64,3.75,4,3.75,4.17,4.17,3.33,2.78,2.78,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,,28,70,37,97.368,,,,,,,,,,,,,1,0,1,1,1,1,0,0,,37,,,0
student792,5,2.5,2.5,2.78,5,3.33,2.73,2.92,3.33,3.75,3.33,4.17,3.33,2.78,2.78,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Needs Grading,,29,72.5,37,97.368,,,,,,,,,,,,,1,0,1,1,1,1,0,0,3,,,37,0
student951,5,4.17,3.75,,5,4.44,4.55,3.75,3.33,3.75,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,0,,27,67.5,38,100,,,,,,,,,,,,,,,,1,0,0,0,0,,38,,,0
student696,5,5,5,,5,4.44,4.09,2.5,3.33,5,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,0,,35,87.5,37,97.368,,,,,,,,,,,,,1,1,0,1,1,1,0,1,,,,37,0
student388,,3.33,,,5,2.78,4.09,2.92,,,,,,,,,,,5,5,5,5,5,5,5,5,5,,,,,,5,5,5,5,5,5,5,5,,,,5,5,5,5,5,5,,5,,,,,,5,5,5,5,5,5,5,,,,,,,,,0,,38,95,30,78.947,,,,,,,,,,,,,0,0,0,0,0,0,0,1,,30,,,1
student34,5,2.5,3.75,,5,3.89,3.18,4.58,3.33,3.75,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,0,,39,97.5,38,100,,,,,,,,,,,,,0,0,1,1,1,1,1,1,,38,,,1
student413,5,4.17,5,,5,4.44,4.55,5,5,5,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,,38,95,38,100,,,,,,,,,,,,,1,1,1,1,1,0,1,1,2,38,,,1
student646,5,4.17,4.17,,5,4.44,4.55,3.75,4,4.17,4.44,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,26,65,34,89.474,,,,,,,,,,,,,,,,1,1,1,1,1,,34,,,1
student149,5,4.17,4.17,,5,3.89,4.09,4.17,4,3.75,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,,,,,,,,,,,,,Needs Grading,,27,67.5,32,84.211,,,,,,,,,,,,,1,1,1,1,1,0,1,1,,32,,,0
student805,5,5,4.58,4.72,5,5,4.55,4.58,4,5,4.72,5,5,3.89,2.78,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,,35,87.5,36,94.737,,,,,,,,,,,,,1,1,1,1,1,1,1,1,3,36,,,1
student688,5,,,,5,,,4.58,3.67,3.33,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,Needs Grading,,36,90,36,94.737,,,,,,,,,,,,,1,1,1,1,1,1,0,1,,36,,,0
student732,5,5,4.17,,5,3.33,,2.92,3.33,3.75,,,,,,,,,5,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,5,5,,,,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,Needs Grading,,25,62.5,30,78.947,,,,,,,,,,,,,1,0,1,0,1,1,1,1,3,30,,,0
student929,5,5,4.17,,5,,,4.17,3.33,3.75,4.17,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,36,90,38,100,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,38,,,1
student477,5,3.33,4.17,,5,3.89,4.55,2.92,2.67,3.33,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,Needs Grading,,19,47.5,31,81.579,,,,,,,,,,,,,1,1,1,1,1,1,1,1,2,,31,,1
student555,5,5,5,,5,4.44,5,4.17,4.67,4.58,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,Needs Grading,,31,77.5,33,86.842,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,33,,,0
student180,5,5,5,,5,5,5,5,5,4.58,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,,,,,,,0,,39,97.5,38,100,,,,,,,,,,,,,1,1,1,1,1,1,0,1,3,38,,,1
student784,5,5,4.58,,5,5,5,4.17,4.33,4.17,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,,,,,,,0,,38,95,37,97.368,,,,,,,,,,,,,0,0,1,1,1,1,1,1,3,37,,,0
student401,5,5,4.58,,5,5,5,5,4.67,5,4.72,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,0,,39,97.5,36,94.737,,,,,,,,,,,,,1,1,1,1,1,1,1,1,3,36,,,1
student802,5,3.33,3.75,,5,,,3.75,3.67,2.92,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,35,87.5,36,94.737,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,36,0
student954,5,4.17,4.58,,5,3.89,3.64,4.17,4.67,3.75,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,0,,34,85,37,97.368,,,,,,,,,,,,,1,0,1,1,0,1,0,1,3,37,,,0
student726,5,,2.5,,5,4.44,3.18,3.75,3.33,4.17,,,,,,,,,5,,,,,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,0,,,,,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,0,,17,42.5,26,68.421,,,,,,,,,,,,,0,0,1,0,1,0,1,1,,26,,,1
student993,5,4.17,4.17,,5,4.44,4.09,4.17,4.33,3.75,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,,,,,,,,,,,0,,40,100,36,94.737,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,36,,,1
student727,5,4.17,4.58,,5,4.44,4.09,3.75,4.67,4.58,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,0,,38,95,37,97.368,,,,,,,,,,,,,1,1,1,0,1,1,0,1,3,37,,,1
student861,5,4.17,5,,5,4.44,4.55,4.58,4.67,5,4.72,,,,,,,,5,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,5,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,Needs Grading,,39,97.5,38,100,,,,,,,,,,,,,1,1,1,0,1,0,1,0,3,38,,0,1
student153,5,,4.17,,,,,,4.33,,4.17,,,,,,,,5,,,,,,,,,5,5,,,5,,,,,5,5,,,,,,,,,,,,5,,,,,5,5,,,5,5,,,,,,,,,,,,0,,27,67.5,23,60.526,,,,,,,,,,,,,1,0,1,1,1,1,0,1,,23,,,1
student887,5,5,5,,5,5,4.09,5,4.33,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,0,,38,95,36,94.737,,,,,,,,,,,,,1,0,1,0,1,1,0,0,3,36,,,0
student561,5,5,3.75,,5,,,3.33,2.67,3.75,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,Needs Grading,,37,92.5,33,86.842,,,,,,,,,,,,,0,1,1,1,0,0,1,1,3,33,,,0
student752,,3.33,4.58,,5,5,3.64,4.58,,,,,,,,,,,5,5,5,5,5,5,5,5,5,,,,,,5,5,5,5,,,,,,,,5,5,5,5,5,5,,5,,,,,,5,5,,,,,,,,,,,,,,0,,32,80,36,94.737,,,,,,,,,,,,,1,1,1,1,1,1,0,1,,36,,,0
student834,5,4.17,4.17,,5,4.44,2.73,2.08,4,4.17,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,Needs Grading,,29,72.5,34,89.474,,,,,,,,,,,,,1,0,1,1,1,1,1,1,,34,,,1
